44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
44.426874,26.106382
